ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
6419,F,N,N,2,64100.0,Working,Secondary / secondary special,Separated,Municipal apartment,-17520,-13140,0,1,1,Laborers,3,1,1,0,53,1
6420,F,Y,Y,1,37700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20805,-3285,0,1,0,Laborers,3,0,3,0,19,1
6421,F,N,Y,2,26500.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-17155,365243,0,1,1,Cooking staff,3,0,2,0,59,1
6422,F,N,N,0,41700.0,Commercial associate,Higher education,Married,Municipal apartment,-20440,-6205,0,1,0,Cooking staff,2,1,0,0,48,1
6423,M,N,N,0,72300.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-10585,-10220,0,1,0,Drivers,2,0,1,1,16,1
6424,M,Y,Y,1,72200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12775,-5840,0,0,0,Cleaning staff,3,0,1,1,17,1
6425,M,Y,Y,2,39500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24090,-1095,0,0,1,Cooking staff,3,1,2,0,44,0
6426,M,N,Y,1,31900.0,Working,Secondary / secondary special,Widow,Municipal apartment,-9125,-1095,0,0,1,Laborers,2,0,1,0,46,1
6427,F,N,N,3,28900.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-5110,0,1,0,Managers,5,1,1,1,32,0
6428,F,Y,N,2,45800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12775,-1095,0,0,0,Managers,3,0,1,0,39,1
6429,M,N,Y,1,52500.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-4380,0,0,0,Managers,3,0,2,0,18,1
6430,F,Y,Y,0,102400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13870,365243,0,0,0,Drivers,2,0,2,0,40,1
6431,F,N,Y,0,52100.0,Pensioner,Higher education,Single / not married,House / apartment,-15330,365243,0,0,0,Core staff,1,0,0,0,7,1
6432,F,N,Y,2,66600.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9125,-11680,0,0,0,Sales staff,3,0,1,0,8,0
6433,F,Y,Y,0,33200.0,Commercial associate,Higher education,Married,House / apartment,-15330,-1825,1,0,0,Accountants,2,0,1,2,23,0
6434,F,N,Y,0,50100.0,Working,Incomplete higher,Single / not married,With parents,-13505,-12045,0,0,0,Other,1,0,0,4,40,1
6435,F,N,Y,2,52600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15330,-1460,0,0,1,Cooking staff,4,0,2,1,44,1
6436,F,Y,N,2,45700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14965,-12775,1,0,0,Other,4,1,3,1,29,0
6437,F,N,N,0,48500.0,Working,Secondary / secondary special,Single / not married,With parents,-24090,-4380,0,0,0,Other,1,1,2,0,48,0
6438,M,N,N,2,52200.0,State servant,Higher education,Married,House / apartment,-15695,-9855,0,0,0,Other,4,1,1,0,48,1
6439,M,N,Y,0,62300.0,State servant,Secondary / secondary special,Married,House / apartment,-17520,-2190,0,1,1,Security staff,2,1,0,0,22,1
6440,F,Y,N,0,88000.0,Working,Higher education,Married,House / apartment,-17520,-2920,0,0,1,Drivers,2,0,2,1,31,0
6441,M,Y,N,1,20000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-13505,-9125,0,0,1,Drivers,2,0,2,0,49,1
6442,M,N,Y,1,85600.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-11680,1,1,0,Security staff,3,1,0,1,47,1
6443,F,Y,Y,0,20800.0,Working,Higher education,Married,House / apartment,-12045,-8030,0,0,1,Medicine staff,2,2,1,1,16,0
6444,M,N,N,0,57200.0,State servant,Incomplete higher,Married,House / apartment,-23725,-13140,0,1,0,Other,2,2,1,0,51,0
6445,F,Y,N,0,159200.0,Commercial associate,Higher education,Civil marriage,With parents,-23725,-9125,1,0,1,Medicine staff,2,0,0,3,45,0
6446,F,N,Y,4,48000.0,Working,Incomplete higher,Married,House / apartment,-19710,-3650,0,0,0,Drivers,6,0,0,0,10,1
6447,F,N,Y,1,53600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24455,-4380,1,0,1,Other,3,1,2,2,6,1
6448,F,N,N,0,42000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19345,365243,0,1,0,Managers,2,1,2,3,30,1
6449,M,N,N,0,68400.0,Pensioner,Secondary / secondary special,Married,With parents,-24455,365243,0,1,0,Sales staff,2,2,0,0,40,0
6450,F,N,N,1,58800.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-5475,0,0,1,Cooking staff,3,1,1,3,17,1
6451,F,N,Y,1,35000.0,Pensioner,Higher education,Married,House / apartment,-22995,365243,0,0,0,Cooking staff,3,1,1,2,52,1
6452,F,Y,Y,2,46300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18250,365243,0,1,1,Managers,4,3,0,2,55,1
6453,M,N,Y,0,28000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8395,-11315,0,1,0,Sales staff,2,0,3,0,27,1
6454,M,N,N,4,46200.0,Working,Higher education,Married,House / apartment,-17155,-8030,0,0,1,High skill tech staff,6,0,1,0,17,1
6455,F,Y,N,0,39700.0,Working,Secondary / secondary special,Married,With parents,-14600,-2920,0,1,1,Sales staff,2,0,1,0,54,0
6456,M,Y,N,0,52500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18980,-11315,0,0,0,Sales staff,2,2,0,0,52,0
6457,F,Y,Y,0,34400.0,Working,Higher education,Single / not married,House / apartment,-14965,-1095,0,0,0,Laborers,1,0,0,1,8,0
6458,M,Y,N,0,44000.0,Pensioner,Higher education,Single / not married,House / apartment,-24090,365243,1,1,1,Security staff,1,3,0,0,2,0
6459,M,N,N,3,49200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9125,365243,0,0,0,Drivers,5,0,1,2,11,1
6460,M,N,N,1,51000.0,Working,Higher education,Married,House / apartment,-25185,-3650,0,0,0,Cleaning staff,3,2,0,1,10,1
6461,M,N,N,1,56200.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-8030,365243,0,0,1,Cooking staff,2,1,0,0,53,1
6462,F,N,N,0,44900.0,Pensioner,Secondary / secondary special,Separated,Rented apartment,-15330,365243,0,0,0,Laborers,1,0,0,0,17,1
6463,F,Y,N,0,33100.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9855,-4015,1,1,0,Other,1,1,0,0,40,0
6464,M,Y,Y,0,51100.0,Working,Higher education,Married,House / apartment,-22630,-14235,0,0,1,Managers,2,1,1,0,17,1
6465,F,N,N,1,44800.0,Working,Secondary / secondary special,Married,House / apartment,-10950,-7300,1,1,1,Sales staff,3,1,2,0,18,0
6466,M,Y,Y,1,81800.0,Working,Higher education,Married,With parents,-21900,-12045,0,1,0,Accountants,3,0,2,0,30,1
6467,F,Y,N,0,87100.0,Working,Secondary / secondary special,Married,House / apartment,-7665,-12045,1,1,0,High skill tech staff,2,0,0,0,46,1
6468,M,N,N,0,24700.0,Working,Higher education,Married,House / apartment,-13140,-12775,0,1,0,Medicine staff,2,1,0,1,59,1
6469,F,N,Y,0,66700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22265,365243,1,1,1,Medicine staff,1,0,0,1,33,1
6470,F,Y,N,2,73800.0,Working,Secondary / secondary special,Married,With parents,-17520,-13870,1,1,0,Medicine staff,4,0,2,1,22,1
6471,F,N,N,0,25000.0,Working,Higher education,Married,House / apartment,-24820,-1825,0,1,0,Drivers,2,3,5,0,36,0
6472,F,N,N,0,65500.0,Student,Higher education,Civil marriage,House / apartment,-14600,365243,1,1,1,Sales staff,2,0,0,0,42,1
6473,F,Y,N,0,76700.0,Pensioner,Higher education,Married,House / apartment,-16790,365243,0,1,0,Other,2,2,1,1,35,0
6474,F,N,N,0,30500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12775,365243,1,1,1,Managers,2,1,0,3,13,1
6475,F,Y,N,0,43600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22265,365243,0,0,0,Accountants,1,0,1,0,59,1
6476,F,N,Y,2,53800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18250,-6935,1,1,0,Medicine staff,3,0,1,2,48,1
6477,F,N,Y,3,65200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11680,-12775,1,0,0,Security staff,5,0,3,1,7,1
6478,M,N,Y,0,29900.0,Commercial associate,Higher education,Married,Municipal apartment,-8030,-13505,0,0,0,Drivers,2,0,1,1,31,1
6479,F,Y,N,0,87400.0,Working,Incomplete higher,Married,House / apartment,-10950,-730,0,1,0,Cooking staff,2,1,2,1,9,1
6480,M,Y,Y,1,20000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-6935,0,1,0,Managers,3,0,3,0,39,1
6481,F,Y,N,1,95000.0,Student,Higher education,Single / not married,House / apartment,-14965,-2555,0,1,1,Accountants,2,0,1,2,23,0
6482,F,N,Y,0,64500.0,Working,Higher education,Single / not married,House / apartment,-13140,-3650,0,1,0,Cooking staff,1,0,1,0,47,1
6483,F,Y,N,2,35900.0,Working,Academic degree,Married,House / apartment,-20805,365243,1,0,0,Managers,4,0,1,1,41,1
6484,M,N,Y,2,75500.0,Working,Higher education,Civil marriage,House / apartment,-23725,-10585,0,0,0,Other,4,2,0,2,35,0
6485,M,Y,N,0,29000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-15330,-4745,0,0,0,Sales staff,2,0,0,0,5,1
6486,F,N,N,1,51900.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-6935,1,0,0,Managers,3,1,0,0,53,1
6487,F,Y,N,1,55200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22265,365243,0,1,0,Medicine staff,3,3,1,4,34,0
6488,M,N,N,1,55200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15330,-4015,0,1,0,Medicine staff,2,0,4,0,59,0
6489,M,Y,N,0,32200.0,Working,Higher education,Married,House / apartment,-25185,-4015,0,0,0,High skill tech staff,2,1,1,1,16,1
6490,F,Y,N,0,38300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13505,-13870,1,1,1,Other,1,0,2,1,14,0
6491,F,N,N,0,52200.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-13505,365243,1,0,1,Medicine staff,2,4,1,0,29,0
6492,M,N,Y,1,34100.0,Student,Lower secondary,Married,House / apartment,-16790,-8030,0,0,0,Other,3,0,2,0,39,1
6493,M,Y,N,0,56100.0,Working,Higher education,Civil marriage,House / apartment,-20805,-3650,0,0,1,Managers,2,0,1,1,36,1
6494,M,Y,N,0,36100.0,Working,Higher education,Single / not married,House / apartment,-21170,-4380,0,0,1,Sales staff,1,2,1,1,40,1
6495,F,N,Y,2,80800.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-6205,1,0,0,Accountants,4,1,0,0,12,0
6496,M,Y,N,0,107100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22265,365243,0,0,0,Cleaning staff,1,3,2,0,46,1
6497,M,N,N,1,42200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22630,-9490,0,0,0,High skill tech staff,2,0,1,4,26,1
6498,M,N,N,0,77700.0,Pensioner,Higher education,Married,Municipal apartment,-25185,365243,0,1,0,High skill tech staff,2,3,5,1,44,1
6499,M,Y,N,0,44100.0,Student,Secondary / secondary special,Widow,House / apartment,-8395,-10585,0,1,0,Core staff,1,1,0,0,21,0
6500,F,N,Y,0,30700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10585,365243,0,1,0,Core staff,2,2,2,1,11,0
6501,M,N,Y,3,39600.0,Working,Higher education,Separated,Rented apartment,-7665,-4380,0,1,0,Cooking staff,4,0,1,0,34,1
6502,M,N,Y,2,51200.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-2555,0,0,0,Drivers,4,0,0,1,29,1
6503,F,Y,Y,0,20100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12410,-7665,0,1,0,Sales staff,1,0,1,2,19,0
6504,M,N,N,3,67000.0,Pensioner,Higher education,Married,House / apartment,-21900,365243,0,1,0,Sales staff,5,0,0,0,18,1
6505,M,Y,Y,2,51200.0,Working,Secondary / secondary special,Widow,House / apartment,-21170,-4745,0,1,0,Security staff,3,2,0,2,38,0
6506,F,N,N,0,80800.0,Commercial associate,Academic degree,Married,House / apartment,-8030,-4745,0,0,0,Security staff,2,0,1,3,29,1
6507,F,N,N,0,66400.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-5475,0,1,0,Laborers,2,2,0,1,31,1
6508,F,Y,N,0,52100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21170,-6570,0,0,0,High skill tech staff,2,0,1,1,29,0
6509,F,N,Y,1,41000.0,Working,Secondary / secondary special,Married,Co-op apartment,-22995,-13870,1,0,0,Core staff,3,1,0,0,12,0
6510,F,N,Y,1,105000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17520,-10220,0,0,0,Other,3,1,0,0,3,1
6511,M,N,Y,0,145100.0,Working,Higher education,Married,With parents,-10950,-13505,0,0,1,Drivers,2,3,3,3,14,1
6512,F,N,Y,0,41400.0,Commercial associate,Incomplete higher,Married,House / apartment,-16425,-2920,1,1,1,Cleaning staff,2,0,1,0,39,1
6513,F,Y,N,0,82500.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-15330,-1825,0,1,1,Core staff,1,1,3,1,51,0
6514,F,Y,N,0,34400.0,State servant,Secondary / secondary special,Married,House / apartment,-11315,-9125,0,0,1,Cleaning staff,2,0,2,1,57,1
6515,F,Y,Y,0,36500.0,State servant,Secondary / secondary special,Civil marriage,Rented apartment,-21900,-12775,1,0,0,High skill tech staff,2,2,0,2,37,1
6516,M,Y,N,0,40400.0,Commercial associate,Secondary / secondary special,Married,With parents,-23725,-6935,1,0,1,Cleaning staff,2,1,1,0,7,1
6517,F,N,Y,0,69000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21170,365243,0,0,0,Security staff,2,1,2,1,16,1
6518,F,N,N,3,28600.0,Working,Secondary / secondary special,Married,Rented apartment,-10950,-2555,0,0,0,Accountants,5,1,1,1,47,1
6519,F,N,Y,0,106400.0,Commercial associate,Secondary / secondary special,Married,With parents,-13870,-14235,0,0,0,Laborers,2,3,1,1,41,0
6520,M,N,N,0,78300.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-24455,-9490,1,1,0,High skill tech staff,1,0,0,0,7,0
6521,M,N,Y,0,68200.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-7300,1,0,0,Core staff,2,0,3,2,50,1
6522,M,N,Y,0,42300.0,Commercial associate,Higher education,Married,House / apartment,-11315,-3650,1,1,0,Other,2,0,1,0,55,1
6523,F,N,Y,1,74200.0,Working,Higher education,Separated,House / apartment,-17155,-6570,0,1,0,Cleaning staff,2,0,3,1,31,0
6524,M,Y,Y,1,20000.0,Working,Secondary / secondary special,Married,Co-op apartment,-17155,-4380,1,0,0,Core staff,3,1,0,2,59,1
6525,M,N,N,0,61100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20440,-1460,0,0,1,Other,2,0,0,2,1,1
6526,F,Y,Y,0,53100.0,Pensioner,Secondary / secondary special,Widow,With parents,-12045,365243,1,0,0,Sales staff,1,0,2,0,20,1
6527,M,Y,N,0,20000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24455,-2190,0,1,1,Medicine staff,2,0,1,0,11,1
6528,F,Y,N,0,60100.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-4380,0,1,0,Accountants,2,0,2,2,38,1
6529,M,N,N,1,65900.0,Pensioner,Higher education,Civil marriage,House / apartment,-8030,365243,0,0,0,Managers,3,0,0,1,42,1
6530,F,N,N,0,20000.0,Working,Higher education,Married,House / apartment,-9855,-8395,0,0,1,Sales staff,2,0,2,1,35,1
6531,F,N,Y,2,27100.0,State servant,Higher education,Married,With parents,-18980,-12045,0,0,0,Laborers,4,0,1,1,42,1
6532,F,N,N,1,137600.0,State servant,Secondary / secondary special,Widow,House / apartment,-9490,-13870,1,0,0,Cooking staff,2,0,0,1,49,1
6533,F,Y,N,0,44700.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-1095,1,1,1,Managers,2,3,1,3,12,0
6534,M,N,N,0,79800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12775,-6935,0,1,0,Medicine staff,1,3,1,2,49,0
6535,M,N,N,3,86100.0,Student,Incomplete higher,Married,Rented apartment,-15695,-4380,0,1,0,Laborers,5,0,1,1,43,0
6536,M,Y,N,0,59700.0,Commercial associate,Higher education,Married,House / apartment,-16060,-10585,0,0,1,Core staff,2,0,3,1,36,1
6537,F,N,Y,0,81500.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-13140,0,0,0,Cooking staff,2,0,0,4,59,1
6538,F,Y,N,0,20000.0,Pensioner,Higher education,Separated,House / apartment,-24820,365243,0,1,0,Core staff,1,0,2,1,34,1
6539,F,N,N,1,43700.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-4380,0,0,1,Security staff,3,0,1,1,36,1
6540,F,Y,Y,0,20000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-13505,1,0,0,Laborers,2,1,1,2,49,1
6541,M,Y,N,3,20500.0,Pensioner,Higher education,Married,Co-op apartment,-15330,365243,0,0,0,High skill tech staff,5,1,1,3,27,1
6542,F,N,Y,1,37300.0,Working,Secondary / secondary special,Married,House / apartment,-22630,-12775,0,0,1,Other,3,2,1,0,36,1
6543,F,Y,Y,2,35100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9490,-1460,1,0,0,Managers,4,1,1,0,27,1
6544,M,Y,N,0,50000.0,Working,Secondary / secondary special,Married,With parents,-24455,-3650,0,1,0,Security staff,2,2,0,3,2,1
6545,F,N,N,2,48500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8760,365243,1,0,0,High skill tech staff,4,1,1,1,38,0
6546,M,Y,N,0,52400.0,Working,Higher education,Married,House / apartment,-19710,-4015,1,0,1,Security staff,2,1,1,1,50,1
6547,F,N,N,0,53500.0,Working,Higher education,Married,House / apartment,-21535,-5840,0,1,0,Core staff,2,1,3,0,15,1
6548,F,N,Y,2,57900.0,Working,Higher education,Married,House / apartment,-17155,-10950,0,0,0,Core staff,4,0,1,1,4,1
6549,M,N,N,0,30300.0,Working,Secondary / secondary special,Separated,House / apartment,-22995,-2555,0,1,0,High skill tech staff,1,0,1,0,35,1
6550,M,N,Y,3,34100.0,Working,Higher education,Married,House / apartment,-15330,-4015,0,0,0,Cooking staff,5,0,0,2,52,1
6551,M,Y,Y,0,48100.0,Working,Secondary / secondary special,Married,Rented apartment,-24455,-2555,0,1,0,Core staff,2,2,1,1,27,1
6552,F,Y,Y,4,48500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13140,-4380,0,0,0,Managers,6,1,1,0,26,1
6553,F,N,N,0,28500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18980,-8030,0,1,1,Managers,2,1,2,0,21,1
6554,M,N,Y,1,84200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9125,-1460,0,0,1,Drivers,3,0,0,2,46,1
6555,F,Y,N,0,70400.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-2555,0,0,0,Other,2,0,3,1,37,1
6556,F,N,N,0,31900.0,Student,Secondary / secondary special,Married,House / apartment,-19345,-730,0,0,0,Other,2,1,0,0,7,1
6557,M,N,Y,1,44200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23725,-1460,0,0,0,Accountants,3,0,1,5,27,1
6558,M,N,N,2,133900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20075,-8760,0,1,0,Cooking staff,4,0,1,2,31,1
6559,F,N,Y,0,53100.0,Working,Secondary / secondary special,Married,With parents,-9125,-11315,0,0,0,Cleaning staff,2,0,3,0,30,1
6560,F,Y,Y,0,59700.0,Working,Secondary / secondary special,Married,House / apartment,-15695,-5475,0,0,0,Laborers,2,1,1,0,21,1
6561,M,N,N,0,36200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24090,-3650,0,0,0,Drivers,1,0,2,0,33,0
6562,M,Y,Y,0,41900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20805,-8395,0,0,0,Accountants,2,0,1,1,22,1
6563,M,N,N,0,104400.0,Working,Incomplete higher,Single / not married,House / apartment,-18980,-8395,0,1,0,Sales staff,1,1,3,1,14,1
6564,F,N,N,2,51900.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-12410,-13870,0,0,0,Other,3,1,2,1,40,1
6565,M,N,N,0,47300.0,Working,Academic degree,Single / not married,House / apartment,-19345,-7665,0,0,0,Cooking staff,1,0,1,3,4,0
6566,M,Y,N,0,49200.0,Working,Secondary / secondary special,Married,House / apartment,-22995,-6205,0,0,0,Other,2,0,1,2,50,1
6567,F,N,Y,3,175000.0,Working,Secondary / secondary special,Married,Municipal apartment,-9125,-5840,0,0,0,Sales staff,5,1,0,2,4,1
6568,F,N,Y,0,50000.0,Working,Higher education,Single / not married,House / apartment,-20075,365243,0,0,0,Medicine staff,1,0,1,1,38,1
6569,M,N,Y,1,32400.0,Working,Higher education,Separated,House / apartment,-22630,-4015,0,1,0,Managers,2,0,6,3,29,0
6570,M,N,Y,1,35300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22265,-8030,0,0,0,Core staff,2,1,0,0,15,1
